p071025-2201-05-30-01-54 "['ICP', 'V', 'ABP']"
p071025-2201-05-30-18-25 "['ABP', 'II', 'ICP']"
p071059-2156-12-27-15-36 "['ICP', 'ART', 'AVR', 'RESP', 'LAP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p071059-2157-01-03-11-56 "['ICP', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'V']"
p071059-2157-01-04-06-02 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p071059-2157-01-13-10-43 "['ICP', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p071091-2188-04-28-14-52 "['ICP', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p071848-2198-05-31-06-10 "['ICP', 'II', 'ABP', 'PLETH']"
p072236-2150-05-11-11-18 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p072377-2150-05-15-12-58 "['ICP', 'AVR', 'RESP', 'II', 'III', 'CVP', 'ABP', 'PLETH', 'V']"
p072377-2150-05-18-13-07 "['ICP', 'AVR', 'RESP', 'II', 'III', 'CVP', 'ABP', 'PLETH', 'V']"
p072377-2150-05-19-10-50 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'PAP', 'III', 'CVP', 'ABP', 'PLETH', 'V']"
p072377-2150-05-22-16-41 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH', 'V']"
p072377-2150-05-23-09-28 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p072522-2117-08-09-14-09 "['ABP', 'II', 'ICP', 'III']"
p072627-2131-12-22-22-42 "['ICP', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p072627-2131-12-26-14-40 "['MCL', 'ICP', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p072908-2128-02-10-12-25 "['UAP', 'ICP', 'ART', 'AVR', 'RESP', 'LAP', 'II', 'ABP', 'PLETH', 'V']"
p072908-2128-02-11-15-25 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p072908-2128-02-12-12-43 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p072908-2128-02-13-17-30 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p072908-2128-02-14-12-36 "['MCL', 'ICP', 'ART', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p072908-2128-02-23-15-57 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p072908-2128-02-24-15-44 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p072908-2128-02-26-14-39 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p072908-2128-02-27-09-46 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'III', 'ABP', 'PLETH']"
p073454-2121-06-04-12-12 "['ABP', 'I', 'II', 'ICP']"
p073770-2146-06-24-18-51 "['ICP', 'AVR', 'RESP', 'II', 'III', 'CVP', 'ABP', 'PLETH', 'V']"
p074032-2150-03-22-23-33 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p074032-2150-03-23-18-17 "['ICP', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'V']"
p074032-2150-03-30-12-03 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p074032-2150-04-01-14-32 "['ICP', 'AVR', 'RESP', 'II', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p074032-2150-12-02-16-23 "['ICP', 'ART', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V', 'BAP']"
p074438-2190-01-25-21-24 "['ICP', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p074438-2190-01-27-14-03 "['ICP', 'RESP', 'II', 'III', 'CVP', 'ABP', 'PLETH', 'V']"
p074438-2190-01-28-10-47 "['ICP', 'RESP', 'II', 'III', 'CVP', 'ABP', 'PLETH', 'V']"
p074438-2190-01-29-23-07 "['ICP', 'ART', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p074438-2190-02-02-14-15 "['ICP', 'RESP', 'II', 'P4', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p074438-2190-02-05-10-26 "['AVL', 'ICP', 'RESP', 'AVF', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p074696-2123-06-23-08-21 "['ABP', 'I', 'II', 'ICP']"
p074696-2123-06-25-17-41 "['MCL', 'ICP', 'II', 'CVP', 'ABP']"
p074696-2123-06-28-01-12 "['ICP', 'MCL', 'II', 'CVP', 'ABP', 'V']"
p074696-2123-07-02-10-21 "['ICP', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH', 'V']"
p074711-2161-09-17-03-29 "['ICP', 'II', 'III', 'I', 'ABP']"
p074899-2157-02-24-16-33 "['ICP', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p074899-2157-02-25-22-11 "['ICP', 'RESP', 'II', 'III', 'CVP', 'ABP', 'PLETH', 'V']"
p075013-2104-03-23-12-17 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p075013-2104-03-23-17-41 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p075371-2119-08-22-17-30 "['ICP', 'AVR', 'RESP', 'II', 'PAP', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p075626-2127-01-13-22-05 "['ICP', 'I', 'II', 'ABP']"
p075626-2127-01-14-14-14 "['ICP', 'III', 'II', 'ABP']"
p075626-2127-01-16-14-36 "['ABP', 'II', 'ICP']"
p075626-2127-01-17-10-01 "['ICP', 'III', 'II', 'ABP']"
p075626-2127-01-18-22-29 "['ICP', 'I', 'II', 'ABP']"
p076237-2128-09-06-17-47 "['ICP', 'II', 'III', 'I', 'ABP']"
p076237-2128-09-09-13-36 "['IC1', 'ICP', 'UAP', 'AVR', 'RESP', 'II', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p076265-2187-09-25-02-09 "['ICP', 'UAP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p076418-2149-12-29-22-35 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'PAP', 'CVP', 'ABP', 'PLETH', 'V']"
p076896-2130-06-11-04-45 "['ICP', 'AVR', 'RESP', 'II', 'PAP', 'ABP', 'PLETH', 'V']"
p076896-2130-06-12-21-30 "['ICP', 'AVR', 'II', 'ABP', 'PLETH', 'V']"
p076896-2130-06-13-18-27 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p076896-2130-06-20-14-12 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p076896-2130-06-30-15-09 "['AVL', 'MCL', 'ICP', 'AVR', 'RESP', 'AVF', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p077131-2128-04-24-22-36 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH']"
p077280-2102-07-20-16-48 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'PAP', 'III', 'I', 'ABP', 'PLETH', 'V']"
p077815-2166-09-16-20-55 "['ICP', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'V']"
p077815-2166-09-18-14-38 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'V']"
p077815-2166-09-18-14-40 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p077815-2166-09-22-08-00 "['ICP', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'V']"
p077815-2166-09-23-14-04 "['ICP', 'II', 'III', 'I', 'ABP']"
p078716-2149-07-14-17-40 "['ICP', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'V', 'UVP']"
p079228-2103-11-14-13-27 "['MCL', 'ICP', 'ART', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'UVP']"
p079228-2103-11-21-09-56 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'III', 'ABP', 'PLETH']"
p079358-2192-11-30-17-30 "['ICP', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'V']"
p079358-2192-12-12-12-26 "['ICP', 'AVR', 'RESP', 'II', 'PAP', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V', 'UVP']"
p079396-2199-10-31-09-08 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p079396-2199-11-04-20-44 "['ICP', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p079523-2156-03-20-23-35 "['ICP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p079655-2125-04-10-11-11 "['ICP', 'II', 'ABP']"
p079875-2178-08-21-13-26 "['ICP', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'V']"
p080105-2112-12-15-19-13 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p080606-2111-03-25-02-18 "['ICP', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'V']"
p080847-2190-05-14-00-25 "['IC1', 'ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p080847-2190-05-14-16-23 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'PAP', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p080847-2190-05-17-11-27 "['ICP', 'AVR', 'RESP', 'II', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p080847-2190-05-19-13-35 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH', 'V']"
p080847-2190-05-20-13-41 "['ICP', 'II', 'III', 'I', 'CVP', 'ABP', 'V']"
p081350-2162-06-09-18-59 "['ABP', 'II', 'ICP', 'PLETH']"
p081535-2190-03-12-20-55 "['ICP', '[0]', 'ART', 'AVR', 'RESP', '[0]++', '[0]+++', 'II', '[0]++++++', 'I', '[0]+', 'ABP', 'IC2', 'PLETH', '[0]+++++', 'V', '[0]++++']"
p081535-2190-03-15-16-18 "['ICP', 'II', 'III', 'I', 'ABP']"
p081535-2190-03-19-15-34 "['ABP', 'I', 'II', 'ICP']"
p081535-2190-03-26-11-19 "['ABP', 'II', 'ICP', 'III']"
p081763-2131-03-13-09-30 "['ICP', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH', 'V']"
p082038-2197-07-23-11-19 "['ICP', 'II', 'I', 'ABP', 'PLETH']"
p082290-2171-03-28-19-05 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p082947-2194-02-27-19-44 "['ICP', 'RESP', 'II', 'ABP', 'V']"
p082947-2194-02-27-23-35 "['ICP', 'ART', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p083120-2172-10-01-18-53 "['ICP', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'V']"
p083180-2194-01-27-13-18 "['ICP', 'MCL', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p083752-2122-08-02-20-45 "['ICP', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p083752-2122-08-03-01-44 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p083962-2194-02-09-09-45 "['ICP', 'III', 'II', 'ABP']"
p083962-2194-02-09-21-03 "['III', 'II', 'ABP', 'ICP']"
p083962-2194-02-12-00-42 "['ICP', 'MCL', 'II', 'PAP', 'III', 'I', 'aVL', 'ABP', 'V']"
p084837-2106-07-20-20-46 "['ICP', 'II', 'ABP']"
p084837-2106-07-21-09-36 "['ICP', 'II', 'ABP']"
p084842-2166-03-22-08-40 "['ICP', 'ART', 'AVR', 'RESP', 'LAP', 'II', 'PAP', 'I', 'ABP', 'RAP', 'PLETH', 'V']"
p084842-2166-04-02-11-28 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p084842-2166-04-02-19-00 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p085725-2161-08-24-14-45 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p085725-2161-08-25-12-03 "['ICP', 'I', 'II', 'ABP']"
p085725-2161-08-25-17-40 "['ICP', 'II', 'III', 'I', 'CVP', 'ABP']"
p085725-2161-08-30-14-21 "['ICP', 'II', 'III', 'I', 'ABP']"
p085725-2161-09-03-18-49 "['II', 'ICP', 'ABP']"
p085725-2161-09-04-05-50 "['ABP', 'I', 'II', 'ICP']"
p085725-2161-09-04-13-00 "['ICP', 'II', 'I', 'CVP', 'ABP']"
p085725-2161-09-09-13-06 "['ICP', 'AVR', 'RESP', 'II', 'PAP', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p085892-2181-08-17-15-55 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'PAP', 'CVP', 'ABP', 'PLETH', 'V']"
p085892-2181-08-18-13-43 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'III', 'CVP', 'ABP', 'PLETH', 'V']"
p085892-2181-08-24-15-41 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'III', 'CVP', 'ABP', 'PLETH', 'V']"
p085892-2181-08-27-15-38 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH', 'V']"
p085892-2181-08-28-11-38 "['ICP', 'AVR', 'RESP', 'II', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p085895-2116-10-25-19-40 "['ICP', 'II', 'I', 'ABP', 'PLETH']"
p086300-2105-12-23-22-59 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p086645-2165-06-22-03-01 "['ICP', 'II', 'ABP']"
p086645-2165-06-24-15-58 "['ICP', 'II', 'III', 'I', 'ABP']"
p086645-2165-07-02-16-51 "['ICP', 'II', 'ABP']"
p086645-2165-07-04-13-42 "['ICP', 'II', 'ABP']"
p086678-2196-06-07-00-34 "['ICP', 'AVR', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p087481-2141-05-08-15-01 "['ICP', 'II', 'ABP', 'PLETH']"
p087692-2151-01-22-23-08 "['ICP', 'UAP', 'AVR', 'RESP', 'II', 'PAP', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p087758-2179-08-08-13-59 "['ABP', 'II', 'ICP']"
p087858-2162-02-24-07-55 "['ICP', 'II', 'ABP', 'PLETH']"
p087913-2147-10-18-13-27 "['ICP', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p087913-2147-10-19-13-46 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p087913-2147-10-22-11-30 "['ICP', 'AVR', 'RESP', 'LAP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p087969-2188-11-12-19-19 "['UAP', 'ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p087969-2188-11-14-14-14 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p087969-2188-11-14-22-25 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p088146-2134-11-19-11-08 "['ICP', 'AVR', 'RESP', 'II', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p088309-2168-11-04-13-38 "['ICP', 'II', 'ABP', 'PLETH']"
p088552-2190-07-03-19-11 "['UAP', 'ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p088726-2138-03-20-12-37 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p088726-2141-08-31-17-13 "['ICP', 'ECG', 'II', 'III', 'ABP']"
p088726-2141-09-01-12-04 "['II', 'ICP', 'ABP']"
p089002-2135-08-30-16-18 "['ICP', 'AVR', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p089002-2135-08-30-17-24 "['ICP', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'V']"
p089026-2142-07-27-21-42 "['ICP', 'AVR', 'RESP', 'II', 'PAP', 'CVP', 'ABP', 'PLETH', 'V']"
p089026-2142-07-28-15-49 "['ICP', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH', 'V']"
p089223-2197-08-08-17-16 "['ICP', 'I', 'II', 'ABP']"
p089223-2197-08-09-17-00 "['MCL', 'ICP', 'ART', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p089303-2177-02-22-10-31 "['MCL', 'ICP', 'UAP', 'AVR', 'RESP', 'II', 'I', 'CVP', 'ABP', 'PLETH', 'V', 'UVP']"
p089303-2177-02-24-15-30 "['MCL', 'ICP', 'UAP', 'AVR', 'RESP', 'II', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p089303-2177-02-24-17-43 "['MCL', 'ICP', 'UAP', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH']"
p089303-2177-02-25-11-42 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'III', 'CVP', 'ABP', 'PLETH', 'V']"
p089303-2177-02-27-15-06 "['III', 'ICP', 'ABP']"
p089579-2182-06-05-00-03 "['ICP', 'II', 'III', 'I', 'ABP', 'PLETH']"
p089909-2107-05-29-16-31 "['IC1', 'ICP', 'AVR', 'RESP', 'P1', 'II', 'I', 'CVP', 'ABP', 'IC2', 'PLETH', 'V', 'UVP']"
p089909-2107-05-31-17-25 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'IC2', 'PLETH', 'V']"
p089909-2107-06-10-14-42 "['IC1', 'ICP', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'IC2', 'PLETH', 'V']"
p090990-2133-11-08-10-42 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH', 'V', 'UVP']"
p091158-2176-10-29-07-12 "['ICP', 'II', 'ABP']"
p091158-2176-10-29-18-01 "['ICP', 'MCL', 'aVR', 'II', 'III', 'I', 'ABP', 'V']"
p091158-2176-11-04-18-34 "['ICP', 'II', 'III', 'I', 'aVL', 'ABP', 'V']"
p091210-2127-11-12-11-19 "['IC1', 'ICP', 'UAP', 'AVR', 'RESP', 'P1', 'II', 'III', 'ABP', 'IC2', 'PLETH', 'V', 'BAP']"
p091872-2174-11-05-22-16 "['ICP', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'V']"
p091907-2183-04-20-16-53 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p092373-2194-08-14-17-38 "['ICP', 'II', 'III', 'I', 'ABP']"
p093587-2162-06-09-16-52 "['ICP', 'AVR', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p094765-2160-06-13-16-52 "['ICP', 'ART', 'AVR', 'RESP', 'CO2', 'II', 'ABP', 'PLETH', 'V']"
p095088-2189-11-03-12-25 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH']"
p095088-2189-11-04-13-39 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH']"
p095157-2138-03-24-20-27 "['ICP', 'II', 'ABP']"
p095157-2138-03-25-18-23 "['ABP', 'II', 'ICP']"
p095157-2138-03-26-11-16 "['ICP', 'II', 'ABP']"
p095235-2161-08-21-13-07 "['ICP', 'AVR', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p095235-2161-08-27-12-41 "['ICP', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'V']"
p095423-2147-10-01-19-11 "['ICP', 'II', 'I', 'ABP', 'V']"
p095423-2147-10-07-10-39 "['ABP', 'II', 'ICP', 'III']"
p095512-2134-07-05-06-29 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p095512-2134-07-05-19-54 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p095512-2134-07-06-18-31 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p095708-2139-02-03-23-17 "['ICP', 'AVR', 'RESP', 'II', 'PAP', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p095708-2139-02-05-15-44 "['ICP', 'RESP', 'II', 'III', 'CVP', 'ABP', 'PLETH', 'V']"
p095708-2139-02-06-12-12 "['ICP', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p095708-2139-02-10-09-46 "['ICP', 'ART', 'RESP', 'II', 'III', 'CVP', 'ABP', 'PLETH', 'V']"
p095776-2177-04-02-14-59 "['UAP', 'ICP', 'AVR', 'RESP', 'II', 'PAP', 'CVP', 'ABP', 'PLETH', 'V']"
p095951-2200-11-19-21-53 "['ICP', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH', 'V']"
p095951-2200-11-19-21-56 "['ICP', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH', 'V']"
p096333-2197-06-14-19-18 "['ABP', 'II', 'ICP', 'PLETH']"
p096333-2197-06-15-00-18 "['ICP', 'II', 'ABP']"
p096333-2197-06-15-14-11 "['ICP', 'III', 'II', 'ABP']"
p097158-2165-08-03-02-38 "['ICP', 'II', 'ABP']"
p097158-2165-08-03-10-26 "['III', 'II', 'ICP', 'ABP']"
p097158-2165-08-06-15-29 "['ICP', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p097158-2165-08-08-11-19 "['ICP', 'ART', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p097158-2165-08-09-10-18 "['AVL', 'ICP', 'ART', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p097158-2165-08-16-08-54 "['IC1', 'MCL', 'ICP', 'ART', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'IC2', 'PLETH', 'V']"
p097660-2156-12-02-23-21 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p097738-2194-04-21-06-03 "['ICP', 'II', 'III', 'I', 'ABP']"
p097738-2194-04-29-20-41 "['III', 'II', 'ICP', 'ABP']"
p098226-2164-05-31-14-46 "['ICP', 'AVR', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p098226-2164-06-08-14-14 "['III', 'ICP', 'ABP']"
p098226-2164-06-14-13-05 "['III', 'II', 'ABP', 'ICP']"
p098276-2185-10-16-04-01 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH', 'V']"
p098276-2185-10-16-12-28 "['MCL', 'ICP', 'ART', 'AVR', 'RESP', 'II', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p098276-2185-10-25-11-21 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH', 'V']"
p098620-2205-04-02-19-46 "['ICP', 'II', 'ABP', 'PLETH']"
p098669-2147-04-07-20-49 "['ICP', 'I', 'II', 'ABP']"
p098669-2147-04-12-13-39 "['ICP', 'II', 'ABP']"
p098669-2147-04-13-16-28 "['ABP', 'II', 'ICP']"
p099286-2160-03-22-20-53 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p099286-2160-03-24-09-51 "['ICP', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'V']"
p099366-2197-03-21-02-55 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p099464-2146-03-30-03-55 "['ICP', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p099544-2157-06-30-02-45 "['ICP', 'II', 'I', 'ABP', 'PLETH']"
p099659-2147-12-03-06-55 "['ICP', 'AVR', 'RESP', 'II', 'PAP', 'III', 'I', 'ABP', 'PLETH', 'V']"
p099863-2142-04-04-22-59 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p099863-2142-04-11-07-59 "['ICP', 'II', 'III', 'I', 'ABP']"
p099863-2142-04-16-17-54 "['ICP', 'II', 'III', 'I', 'ABP']"
